USAF,Site Name,State,Latitude,Longitude,Avg hourly ETR in 2005 (Wh/m^2),Avg hourly METSTAT in 2005 (Wh/m^2),rand
725775,EVANSTON/BURNS FLD,WY,41.283,-111.033,325.1089041,45.14497717,0.746949147
722487,ALEXANDRIA ESLER REGIONAL AP,LA,31.4,-92.3,362.7649543,72.32671233,0.746988944
723604,CHILDRESS MUNICIPAL AP,TX,34.433,-100.283,352.0711187,58.0760274,0.749211205
725037,WHITE PLAINS WESTCHESTER CO A,NY,41.067,-73.717,326.0165525,73.63641553,0.749378166
725510,LINCOLN MUNICIPAL ARPT,NE,40.833,-96.767,326.9957763,61.65559361,0.750165484
726700,CODY MUNI (AWOS),WY,44.517,-109.017,311.1817352,51.10068493,0.751308269
722029,MIAMI/KENDALL-TAMIA,FL,25.65,-80.433,380.6840183,89.87945205,0.753594022
726468,PHILLIPS/PRICE CO.,WI,45.7,-90.4,305.9262557,57.90308219,0.754901905
722886,VAN NUYS AIRPORT,CA,34.217,-118.483,352.8650685,69.91541096,0.759331828
725724,PROVO MUNI (AWOS),UT,40.217,-111.717,329.5430365,49.42579909,0.760225245
724089,WILMINGTON NEW CASTLE CNTY AP,DE,39.667,-75.6,331.7976027,66.73949772,0.761486468
724955,NAPA CO. AIRPORT,CA,38.217,-122.283,337.6341324,65.50605023,0.763072574
722784,DEER VALLEY/PHOENIX,AZ,33.683,-112.083,354.7941781,46.82945205,0.765410523
726810,BOISE AIR TERMINAL [UO],ID,43.62,-116.21,315.1152968,45.99406393,0.765529102
723406,WALNUT RIDGE (AWOS),AR,36.133,-90.917,345.7334475,68.88687215,0.767708325
725910,RED BLUFF MUNICIPAL ARPT,CA,40.15,-122.25,329.8218037,51.14417808,0.767887484
726385,MANISTEE (AWOS),MI,44.267,-86.25,312.2800228,60.58527397,0.769409937
722900,SAN DIEGO LINDBERGH FIELD,CA,32.733,-117.167,358.1721461,77.38892694,0.769697247
725470,DUBUQUE REGIONAL AP,IA,42.4,-90.7,320.3784247,63.64988584,0.770124577
724920,STOCKTON METROPOLITAN ARPT,CA,37.9,-121.233,338.8893836,56.9890411,0.770753826
724058,ABINGTON,VA,36.683,-82.033,343.6292237,74.45833333,0.774028105
722400,LAKE CHARLES REGIONAL ARPT,LA,30.117,-93.233,367.0347032,74.68561644,0.774734664
724650,GOODLAND RENNER FIELD,KS,39.367,-101.7,333.0186073,55.60559361,0.775881246
726050,CONCORD MUNICIPAL ARPT,NH,43.2,-71.5,316.9376712,61.63641553,0.77943836
727503,CAMBRIDGE MUNI,MN,45.567,-93.267,306.5247717,61.21974886,0.779891453
747540,ENGLAND AFB,LA,31.317,-92.55,363.0402968,71.89315068,0.779960238
745940,ANDREWS AFB,MD,38.817,-76.867,335.2364155,79.38184932,0.782207626
726355,BENTON HARBOR/ROSS,MI,42.133,-86.433,321.5148402,65.79805936,0.782530781
723106,FLORENCE REGIONAL AP,SC,34.183,-79.733,352.9855023,69.42328767,0.784873293
722357,NATCHEZ/HARDY(AWOS),MS,31.617,-91.3,362.0303653,72.33527397,0.785285937
725955,MONTAGUE SISKIYOU COUNTY AP,CA,41.783,-122.467,323.0071918,49.06940639,0.78584027
725185,GLENS FALLS AP,NY,43.35,-73.617,316.2873288,63.74920091,0.785959751
724927,LIVERMORE MUNICIPAL,CA,37.7,-121.817,339.6781963,60.71929224,0.787126153
722680,ROSWELL INDUSTRIAL AIR PARK,NM,33.3,-104.533,356.164726,54.42545662,0.787534436
722108,SOUTHWEST FLORIDA I,FL,26.533,-81.75,378.1393836,84.07180365,0.788584683
725485,MASON CITY MUNICIPAL ARPT,IA,43.15,-93.333,317.1565068,61.78835616,0.789757952
727556,SILVER BAY,MN,47.2,-91.4,299.1465753,57.343379,0.793861885
723550,FORT SILL POST FIELD AF,OK,34.65,-98.4,351.278653,76.77408676,0.794008744
725150,BINGHAMTON EDWIN A LINK FIELD,NY,42.2,-75.983,321.2319635,65.19257991,0.796725051
724275,WHEELING OHIO COUNTY AP,WV,40.183,-80.65,329.6868721,67.69360731,0.796727179
725126,ALTOONA BLAIR CO ARPT,PA,40.3,-78.317,329.2026256,70.79474886,0.798444869
722950,LOS ANGELES INTL ARPT,CA,33.933,-118.4,353.8916667,80.71849315,0.799086174
725090,BOSTON LOGAN INT'L ARPT,MA,42.367,-71.017,320.5167808,67.84931507,0.7990902
725267,FRANKLIN,PA,41.383,-79.867,324.6925799,65.54429224,0.801352701
726083,NORTHERN AROOSTOOK,ME,47.283,-68.317,298.7667808,55.89086758,0.803626236
723085,NORFOLK NAS,VA,36.95,-76.283,342.5988584,78.10342466,0.804913876
724106,DANVILLE FAA AP,VA,36.567,-79.333,344.0727169,70.14200913,0.80594331
727850,SPOKANE INTERNATIONAL AP [CHENEY - UO],WA,47.49,-117.589,297.8208904,68.92888128,0.806234561
724085,PHILADELPHIA NE PHILADELPHIA,PA,40.083,-75.017,330.098516,67.4119863,0.808319462
724666,DENVER/CENTENNIAL [GOLDEN - NREL],CO,39.742,-105.179,331.490411,76.7173516,0.808606338
726584,ST PAUL DOWNTOWN AP,MN,44.933,-93.05,309.340411,67.71769406,0.80947091
725060,OTIS ANGB,MA,41.65,-70.517,323.5658676,70.25239726,0.811141097
724507,CHANUTE MARTIN JOHNSON AP,KS,37.667,-95.483,339.8065068,62.85913242,0.812445333
725335,GRISSOM ARB,IN,40.65,-86.15,327.7490868,80.40194064,0.813676118
725690,CASPER NATRONA CO INTL AP,WY,42.9,-106.467,318.2339041,51.67819635,0.815358853
723783,GRAND CANYON NATL P,AZ,35.95,-112.15,346.4285388,48.71792237,0.818599905
722576,ROBERT GRAY AAF,TX,31.067,-97.833,363.8856164,79.16392694,0.819639319
722255,COLUMBUS METROPOLITAN ARPT,GA,32.517,-84.95,358.9234018,73.79600457,0.82018742
723265,CROSSVILLE MEMORIAL AP,TN,35.95,-85.083,346.4307078,71.57191781,0.820558404
722026,HOMESTEAD AFB,FL,25.483,-80.383,381.1560502,94.08127854,0.821039376
743945,MANCHESTER AIRPORT,NH,42.933,-71.433,318.0938356,61.20388128,0.821540208
746716,BOWLING GREEN WARREN CO AP,KY,36.983,-86.433,342.4716895,69.03584475,0.821811176
723895,PORTERVILLE (AWOS),CA,36.033,-119.067,346.1144977,57.39748858,0.823255643
723925,SANTA BARBARA MUNICIPAL AP,CA,34.433,-119.85,352.073516,63.71678082,0.825242169
725640,CHEYENNE MUNICIPAL ARPT,WY,41.15,-104.8,325.6682648,53.57157534,0.82661172
726625,ELLSWORTH AFB,SD,44.15,-103.1,312.8010274,68.86381279,0.826696355
723723,PRESCOTT LOVE FIELD,AZ,34.65,-112.417,351.2765982,50.4859589,0.826716111
726830,BURNS MUNICIPAL ARPT [UO],OR,43.52,-119.02,315.5494292,50.95502283,0.828239235
725566,O`NEILL/BAKER FIELD,NE,42.467,-98.683,320.0930365,58.56929224,0.828839678
725456,KEOKUK MUNI,IA,40.467,-91.433,328.5094749,65.84360731,0.829402469
722435,HOUSTON WILLIAM P HOBBY AP,TX,29.65,-95.283,368.5521689,88.31712329,0.829953054
724455,KIRKSVILLE REGIONAL AP,MO,40.1,-92.55,330.023516,62.79006849,0.830028461
724113,VIRGINIA TECH ARPT,VA,37.217,-80.417,341.5638128,78.44155251,0.831307814
724860,ELY YELLAND FIELD,NV,39.3,-114.85,333.2936073,46.70479452,0.831417921
724460,KANSAS CITY INT'L ARPT,MO,39.3,-94.717,333.2938356,70.62454338,0.83143587
723755,FLAGSTAFF PULLIAM ARPT,AZ,35.133,-111.667,349.4966895,0,0.831930505
725495,SHELDON,IA,43.217,-95.833,316.8649543,68.25730594,0.833545878
747686,KEESLER AFB,MS,30.417,-88.917,366.0492009,87.97945205,0.833606181
727575,GRAND FORKS AF,ND,47.967,-97.4,295.634589,68.02020548,0.834294441
726940,SALEM MCNARY FIELD,OR,44.9,-123,309.4868721,59.65742009,0.834960459
725497,COUNCIL BLUFFS,IA,41.267,-95.767,325.1777397,64.92271689,0.835000997
725905,UKIAH MUNICIPAL AP,CA,39.133,-123.2,333.9707763,53.52762557,0.835211046
724035,QUANTICO MCAS,VA,38.5,-77.3,336.5075342,77.0609589,0.835717121
723627,GALLUP SEN CLARKE FLD,NM,35.517,-108.783,348.0615297,50.21883562,0.836560098
726379,SAGINAW TRI CITY INTL AP,MI,43.533,-84.083,315.4956621,62.27773973,0.837070677
722020,MIAMI INTL AP,FL,25.817,-80.3,380.2130137,96.26712329,0.837250806
723805,NEEDLES AIRPORT,CA,34.767,-114.617,350.8515982,45.01107306,0.839306368
725810,WENDOVER USAF AUXILIARY FIELD,UT,40.717,-114.033,327.4754566,49.66575342,0.839424407
722030,WEST PALM BEACH INTL ARPT,FL,26.683,-80.1,377.7015982,93.56472603,0.840584472
723065,PITT GREENVILLE ARP,NC,35.633,-77.4,347.6223744,69.03493151,0.840898073
725715,HAYDEN/YAMPA (AWOS),CO,40.483,-107.217,328.4450913,48.975,0.841980315
726440,ROCHESTER INTERNATIONAL ARPT,MN,43.9,-92.5,313.8929224,61.493379,0.842964798
725489,ORANGE CITY,IA,42.983,-96.067,317.8745434,61.18333333,0.843116968
723090,CHERRY POINT MCAS,NC,34.9,-76.883,350.3552511,80.93515982,0.843156627
725080,HARTFORD BRADLEY INTL AP,CT,41.933,-72.683,322.366895,73.85730594,0.843218425
723200,ROME R B RUSSELL AP,GA,34.35,-85.167,352.3789954,71.51780822,0.843584397
726540,HURON REGIONAL ARPT,SD,44.4,-98.217,311.6993151,56.72363014,0.843648507
723820,PALMDALE AIRPORT,CA,34.633,-118.083,351.3398402,44.89840183,0.844742987
726077,BAR HARBOR (AWOS),ME,44.45,-68.367,311.4789954,51.10833333,0.844801125
726544,ORR,MN,48.017,-92.867,295.4035388,56.73196347,0.845821397
726665,WORLAND MUNICIPAL,WY,43.967,-107.95,313.5984018,44.18047945,0.846281998
724516,LIBERAL MUNI,KS,37.033,-100.967,342.2803653,54.41940639,0.850878674
722895,LOMPOC (AWOS),CA,34.667,-120.467,351.2180365,56.21015982,0.852711337
722287,ANNISTON METROPOLITAN AP,AL,33.583,-85.85,355.1531963,73.64349315,0.853048059
723434,SPRINGDALE MUNI,AR,36.183,-94.117,345.5458904,71.25251142,0.854375899
725098,NORWOOD MEMORIAL,MA,42.183,-71.183,321.3049087,63.00810502,0.855451077
727640,BISMARCK MUNICIPAL ARPT [ISIS],ND,46.77,-100.77,301.1013699,56.76655251,0.855659332
723910,POINT MUGU NF,CA,34.117,-119.117,353.2243151,74.03869863,0.856271268
722536,RANDOLPH AFB,TX,29.533,-98.283,368.9275114,84.89509132,0.857195573
722196,DEKALB PEACHTREE,GA,33.867,-84.3,354.1341324,70.54006849,0.85726569
726676,GLENDIVE(AWOS),MT,47.133,-104.8,299.4480594,53.96986301,0.858790161
727834,COEUR D`ALENE(AWOS),ID,47.767,-116.817,296.5523973,49.22009132,0.858918812
723320,TUPELO C D LEMONS ARPT,MS,34.267,-88.767,352.6788813,67.99417808,0.859454037
722860,MARCH AFB,CA,33.9,-117.25,354.0118721,71.24954338,0.863583676
726580,MINNEAPOLIS-ST PAUL INT'L ARP,MN,44.883,-93.233,309.5643836,67.21598174,0.864092581
723419,EL DORADO GOODWIN FIELD,AR,33.217,-92.817,356.4592466,72.14623288,0.866484289
725700,CRAIG-MOFFAT,CO,40.5,-107.533,328.3762557,53.65262557,0.86782077
724698,AKRON WASHINGTON CO AP,CO,40.167,-103.233,329.7510274,54.23926941,0.867825147
727505,FOSSTON(AWOS),MN,47.583,-95.767,297.3950913,57.17682648,0.869690215
726416,LONE ROCK FAA AP,WI,43.2,-90.183,316.9396119,64.09509132,0.869745612
725140,WILLIAMSPORT REGIONAL AP,PA,41.25,-76.917,325.2480594,70.48059361,0.869927816
722636,DALHART MUNICIPAL AP,TX,36.017,-102.55,346.1724886,51.73321918,0.871766491
724510,DODGE CITY REGIONAL AP,KS,37.767,-99.967,339.4076484,52.57385845,0.871960406
725526,KEARNEY MUNI (AWOS),NE,40.733,-99,327.4077626,56.74942922,0.872018044
722499,NACOGDOCHES (AWOS),TX,31.583,-94.717,362.1440639,66.82888128,0.875657997
722660,ABILENE REGIONAL AP [UT],TX,32.47,-99.71,359.0842466,58.71986301,0.878531874
724754,SAINT GEORGE (AWOS),UT,37.083,-113.6,342.0900685,43.37579909,0.878721476
725670,VALENTINE MILLER FIELD,NE,42.867,-100.55,318.3785388,54.83824201,0.879699534
727810,YAKIMA AIR TERMINAL,WA,46.567,-120.55,302.0228311,53.05068493,0.879866412
722265,MAXWELL AFB,AL,32.383,-86.35,359.389726,84.14908676,0.879985618
726415,JANESVILLE/ROCK CO.,WI,42.617,-89.033,319.4456621,74.79543379,0.880968561
722897,SAN LUIS CO RGNL,CA,35.233,-120.633,349.1192922,55.75228311,0.881375554
726579,FLYING CLOUD,MN,44.817,-93.45,309.8575342,67.17351598,0.883460443
747188,BLYTHE RIVERSIDE CO ARPT,CA,33.617,-114.717,355.0343607,45.70057078,0.88562815
725087,HARTFORD BRAINARD FD,CT,41.733,-72.65,323.21621,66.81952055,0.885899787
725145,MONTICELLO(AWOS),NY,41.7,-74.8,323.3507991,66.83664384,0.889845218
723193,WINSTON-SALEM REYNOLDS AP,NC,36.133,-80.217,345.7375571,69.81575342,0.890918704
724795,DELTA,UT,39.333,-112.583,333.1614155,79.04714612,0.892154994
726184,AUBURN-LEWISTON,ME,44.05,-70.283,313.2390411,54.02739726,0.89267455
724086,WILLOW GROVE NAS,PA,40.2,-75.15,329.6133562,74.26278539,0.89286284
725720,SALT LAKE CITY INT'L ARPT [ISIS],UT,40.77,-111.97,327.258105,77.76746575,0.892891029
727937,SNOHOMISH CO,WA,47.9,-122.283,295.9378995,55.17420091,0.904207255
726465,MOSINEE/CENTRAL WI,WI,44.783,-89.667,310.0097032,59.91118721,0.906788357
724336,SOUTHERN ILLINOIS,IL,37.767,-89.25,339.4142694,66.55707763,0.907694312
723495,JOPLIN MUNICIPAL AP,MO,37.15,-94.5,341.8245434,64.46038813,0.907918256
725280,BUFFALO NIAGARA INTL AP,NY,42.933,-78.733,318.0863014,72.99783105,0.910260626
724468,OLATHE/JOHNSON CO.,KS,38.85,-94.733,335.1090183,61.21552511,0.912224679
722140,TALLAHASSEE REGIONAL AP [ISIS],FL,30.38,-84.37,366.1721461,85.68070776,0.912301933
727970,QUILLAYUTE STATE AIRPORT,WA,47.933,-124.567,295.7890411,55.38333333,0.916425483
724017,FARMVILLE,VA,37.35,-78.433,341.0468037,69.00684932,0.916587989
722215,CRESTVIEW BOB SIKES AP,FL,30.783,-86.517,364.8373288,76.00216895,0.91679948
723443,SILOAM SPRING(AWOS),AR,36.183,-94.483,345.5424658,63.42522831,0.917992794
724635,LA JUNTA MUNICIPAL AP,CO,38.05,-103.533,338.2982877,51.67591324,0.92032643
725867,BURLEY MUNICIPAL ARPT,ID,42.533,-113.767,319.8107306,48.72226027,0.92121956
747185,IMPERIAL,CA,32.833,-115.583,357.8181507,46.99634703,0.922607884
724107,HILLSVILLE,VA,36.767,-80.817,343.3091324,62.68527397,0.924425464
724620,ALAMOSA SAN LUIS VALLEY RGNL,CO,37.433,-105.867,340.7206621,42.72031963,0.925376622
722057,ORLANDO SANFORD AIRPORT,FL,28.783,-81.25,371.3126712,77.17488584,0.927528566
724340,ST LOUIS LAMBERT INT'L ARPT,MO,38.75,-90.367,335.509589,74.50742009,0.927676946
722530,SAN ANTONIO INTL AP,TX,29.533,-98.467,368.9313927,81.70730594,0.929543584
690190,ABILENE DYESS AFB,TX,32.433,-99.85,359.2138128,70.131621,0.93135332
722588,GREENVILLE/MAJORS,TX,33.067,-96.067,356.99121,64.96495434,0.932220801
722596,FORT WORTH MEACHAM,TX,32.817,-97.367,357.875,63.40502283,0.933457083
724935,HAYWARD AIR TERM,CA,37.667,-122.117,339.8060502,62.81780822,0.934218699
722080,CHARLESTON INTL ARPT,SC,32.9,-80.033,357.5804795,79.50810502,0.936733308
747946,NASA SHUTTLE FCLTY,FL,28.617,-80.717,371.838242,84.08949772,0.937253967
725760,LANDER HUNT FIELD,WY,42.817,-108.733,318.593379,46.14086758,0.937440861
724170,ELKINS ELKINS-RANDOLPH CO ARP,WV,38.883,-79.85,334.9739726,72.09634703,0.938438408
724837,BEALE AFB,CA,39.133,-121.433,333.9696347,68.97659817,0.940268151
690150,TWENTYNINE PALMS,CA,34.3,-116.167,352.563242,60.3989726,0.942940644
722024,MIAMI/OPA LOCKA,FL,25.9,-80.283,379.9711187,85.88116438,0.946469653
726500,SPENCER,IA,43.167,-95.15,317.0794521,60.83675799,0.946677969
722225,PENSACOLA FOREST SHERMAN NAS,FL,30.35,-87.317,366.2716895,82.4543379,0.946792552
724238,HENDERSON CITY,KY,37.817,-87.683,339.2156393,61.57842466,0.947096609
724100,LYNCHBURG REGIONAL ARPT,VA,37.333,-79.2,341.1146119,67.40125571,0.947124369
726395,OSCODA WURTSMITH AFB,MI,44.45,-83.4,311.4829909,61.11210046,0.948404737
722800,YUMA INTL ARPT,AZ,32.667,-114.6,358.3988584,83.3033105,0.948881572
722410,PORT ARTHUR JEFFERSON COUNTY,TX,29.95,-94.017,367.5808219,74.5260274,0.949755854
725468,CARROLL,IA,42.05,-94.783,321.8673516,62.5847032,0.950371633
722106,FORT MYERS PAGE FIELD,FL,26.583,-81.867,377.994863,80.38447489,0.951805736
723840,BAKERSFIELD MEADOWS FIELD,CA,35.433,-119.05,348.3707763,57.98321918,0.952669498
722359,GREENWOOD LEFLORE ARPT,MS,33.5,-90.083,355.4474886,69.94794521,0.953813786
726660,SHERIDAN COUNTY ARPT,WY,44.767,-106.967,310.0848174,49.45422374,0.954175275
722575,KILLEEN MUNI (AWOS),TX,31.083,-97.683,363.8328767,62.14691781,0.956995273
722506,MCALLEN MILLER INTL AP [EDINBURG - UT],TX,26.31,-98.17,378.7929224,70.48744292,0.957058701
725750,OGDEN HINKLEY AIRPORT,UT,41.2,-112.017,325.4569635,48.35844749,0.957194827
725705,VERNAL,UT,40.433,-109.517,328.6552511,47.54109589,0.957215753
724855,TONOPAH AIRPORT,NV,38.067,-117.083,338.230137,41.52568493,0.957285847
724756,BRYCE CNYN FAA AP,UT,37.7,-112.15,339.6772831,44.77248858,0.958491697
727533,WHEATON NDB (AWOS),MN,45.7,-96.5,305.9270548,57.75399543,0.960147505
744655,AURORA MUNICIPAL,IL,41.767,-88.467,323.0671233,72.24828767,0.960986865
722903,SAN DIEGO/MONTGOMER,CA,32.817,-117.133,357.8765982,62.15251142,0.961999196
727935,SEATTLE BOEING FIELD [ISIS],WA,47.68,-122.25,296.9537671,59.20513699,0.96256847
723119,GREENVILLE DOWNTOWN AP,SC,34.85,-82.35,350.5450913,68.39143836,0.962745072
724655,HILL CITY MUNICIPAL AP,KS,39.383,-99.833,332.9563927,54.44269406,0.9637358
726487,MENOMINEE (AWOS),MI,45.133,-87.633,308.455137,58.34783105,0.964572206
725045,NEW HAVEN TWEED AIRPORT,CT,41.267,-72.883,325.1818493,64.475,0.965343708
723444,BENTONVILLE (AWOS),AR,36.35,-94.217,344.9047945,64.1173516,0.965880157
725620,NORTH PLATTE REGIONAL AP,NE,41.117,-100.667,325.8086758,54.41872146,0.966297691
725314,CAHOKIA/ST. LOUIS,IL,38.567,-90.15,336.2416667,66.18710046,0.966546669
725460,DES MOINES INTL AP,IA,41.533,-93.667,324.0584475,69.78070776,0.969071591
722550,VICTORIA REGIONAL AP,TX,28.867,-96.933,371.0482877,73.07773973,0.97095381
723677,LAS VEGAS MUNICIPAL ARPT,NM,35.65,-105.15,347.5592466,43.63184932,0.971032186
722268,DOTHAN MUNICIPAL AP,AL,31.233,-85.433,363.3281963,72.60148402,0.971337984
724320,EVANSVILLE REGIONAL AP,IN,38.05,-87.533,338.2944064,68.44589041,0.971630906
725038,STEWART FIELD,NY,41.5,-74.1,324.1939498,72.37374429,0.971708571
726578,LITTLE FALLS (AWOS),MN,45.95,-94.35,304.8028539,59.97819635,0.973237301
726650,GILLETTE/GILLETTE-C,WY,44.35,-105.533,311.9221461,48.6456621,0.973857222
724723,BLANDING,UT,37.617,-109.483,340.0023973,71.64509132,0.973908997
725266,BRADFORD REGIONAL AP,PA,41.8,-78.633,322.9309361,66.31894977,0.974053385
724116,PULASKI,VA,37.133,-80.683,341.8884703,67.14212329,0.978360604
725717,RIFLE/GARFIELD RGNL,CO,39.533,-107.717,332.3465753,54.61381279,0.978677991
725066,MARTHAS VINEYARD,MA,41.4,-70.617,324.6167808,60.87123288,0.979652177
727550,BEMIDJI MUNICIPAL,MN,47.5,-94.933,297.771347,58.57477169,0.980181915
726145,MONTPELIER AP,VT,44.2,-72.567,312.5739726,58.84326484,0.984293942
725493,KNOXVILLE,IA,41.3,-93.117,325.0388128,63.99486301,0.984364432
722640,MARFA AP,TX,30.367,-104.017,366.2119863,48.71655251,0.987456224
727457,DETROIT LAKES(AWOS),MN,46.833,-95.883,300.8176941,56.42842466,0.987510358
722317,BATON ROUGE RYAN ARPT,LA,30.533,-91.15,365.6672374,81.73321918,0.987559812
722515,CORPUS CHRISTI NAS,TX,27.683,-97.283,374.7135845,88.02522831,0.990513504
724053,WINCHESTER RGNL,VA,39.15,-78.15,333.8917808,66.20696347,0.99194636
726228,ADIRONDACK RGNL,NY,44.383,-74.2,311.7732877,60.26415525,0.992355867
725555,BROKEN BOW MUNI,NE,41.433,-99.65,324.4802511,56.39680365,0.992396367
723710,PAGE MUNI (AMOS),AZ,36.933,-111.45,342.6673516,44.36883562,0.992521084
726980,PORTLAND INTERNATIONAL AP,OR,45.6,-122.617,306.3767123,71.7336758,0.993684904
722269,CAIRNS FIELD FORT RUCKER,AL,31.267,-85.717,363.2101598,89.07226027,0.994005716
724509,NEWTON (AWOS),KS,38.05,-97.283,338.2981735,62.37260274,0.994461802
724769,FORT COLLINS (AWOS),CO,40.45,-105.017,328.5789954,44.41621005,0.996141025
722485,BARKSDALE AFB,LA,32.5,-93.667,358.9820776,84.71575342,0.996441999
723040,CAPE HATTERAS NWS BLDG,NC,35.267,-75.55,348.9924658,68.57956621,0.996948624
727840,HANFORD,WA,46.567,-119.6,302.0222603,64.82271689,0.997071333
724117,WISE/LONESOME PINE,VA,36.983,-82.533,342.4773973,78.0053653,0.997193918
726556,REDWOOD FALLS MUNI,MN,44.55,-95.083,311.0398402,60.13436073,0.997833722
725868,SODA SPRINGS/TIGERT,ID,42.65,-111.583,319.3093607,70.14440639,0.999831369