,USAF,Site Name,State,Latitude,Longitude,Avg hourly ETR in 2005 (Wh/m^2),Avg hourly METSTAT in 2005 (Wh/m^2),rand,class
232,725054,PAWTUCKET (AWOS),RI,41.917,-71.5,322.438242,64.43675799,0.254367253,1
233,723068,ROCKY MOUNT WILSON,NC,35.85,-77.9,346.8050228,67.08949772,0.254714882,2
234,725946,CRESCENT CITY FAA AI,CA,41.783,-124.233,323.0058219,54.89429224,0.255801891,1
235,725260,ERIE INTERNATIONAL AP,PA,42.083,-80.183,321.7315068,64.64965753,0.256236098,1
236,726375,OAKLAND CO INTL,MI,42.667,-83.417,319.234589,73.59486301,0.257235584,0
237,723544,OKLAHOMA CITY/WILEY,OK,35.533,-97.65,348.0023973,62.10799087,0.259110809,2
238,726055,PEASE INTL TRADEPOR,NH,43.083,-70.817,317.440411,71.60627854,0.259999214,0
239,723060,RALEIGH DURHAM INTERNATIONAL,NC,35.867,-78.783,346.7378995,82.92796804,0.260954981,2
240,727440,HANCOCK HOUGHTON CO AP,MI,47.167,-88.5,299.2942922,54.19554795,0.261918299,0
241,724060,BALTIMORE BLT-WASHNGTN INT'L,MD,39.167,-76.683,333.8303653,76.02636986,0.263421829,1
242,742300,MILES CITY MUNICIPAL ARPT,MT,46.433,-105.883,302.6257991,48.19200913,0.263686178,0
243,724056,MARION / WYTHEVILLE,VA,36.9,-81.35,342.7916667,73.15981735,0.26426135,2
244,725128,STATE COLLEGE [PENN STATE - SURFRAD],PA,40.72,-77.93,327.4626712,62.9793379,0.264331049,1
245,743920,NAVAL AIR STATION,ME,43.9,-69.933,313.8884703,63.60958904,0.265213489,0
246,725058,BLOCK ISLAND STATE ARPT,RI,41.167,-71.583,325.5966895,60.92271689,0.265606785,1
247,723890,FRESNO YOSEMITE INTL AP,CA,36.783,-119.717,343.2482877,74.8956621,0.265874728,2
248,725970,MEDFORD ROGUE VALLEY INTL AP [ASHLAND - UO],OR,42.19,-122.7,321.2787671,58.82648402,0.267338064,1
249,725463,CHARLES CITY,IA,43.067,-92.617,317.5133562,63.73481735,0.268739627,0
250,726457,APPLETON/OUTAGAMIE,WI,44.25,-88.517,312.3593607,75.12100457,0.269899542,0
251,722500,BROWNSVILLE S PADRE ISL INTL,TX,25.9,-97.433,379.9745434,81.66609589,0.270007233,2
252,727930,SEATTLE SEATTLE-TACOMA INTL A,WA,47.467,-122.317,297.9244292,68.68047945,0.270210314,0
253,727846,WALLA WALLA CITY COUNTY AP,WA,46.1,-118.283,304.1303653,50.70913242,0.270277552,0
254,723340,MEMPHIS INTERNATIONAL AP,TN,35.067,-89.983,349.7328767,81.01461187,0.272605078,2
255,726525,CHAN GURNEY MUNI,SD,42.917,-97.383,318.1608447,58.78995434,0.273177482,0
256,724839,SACRAMENTO METROPOLITAN AP,CA,38.7,-121.583,335.7133562,57.11347032,0.273703619,1
257,725246,MANSFIELD LAHM MUNICIPAL ARPT,OH,40.817,-82.517,327.0560502,66.7946347,0.273902786,1
258,722656,WINK WINKLER COUNTY AP,TX,31.783,-103.2,361.4608447,52.50936073,0.276070254,2
259,722068,JACKSONVILLE/CRAIG,FL,30.333,-81.517,366.3283105,75.70593607,0.279623031,2
260,722038,NAPLES MUNICIPAL,FL,26.15,-81.767,379.2543379,83.88995434,0.281533893,2
261,722510,CORPUS CHRISTI INTL ARPT [UT],TX,27.88,-97.63,374.1119863,80.90947489,0.283831059,2
262,727555,THIEF RIVER(AWOS),MN,48.067,-96.183,295.1706621,57.24429224,0.285260703,0
263,723067,KINSTON STALLINGS AFB,NC,35.317,-77.633,348.8083333,69.05833333,0.287023361,2
264,725378,HOWELL,MI,42.633,-83.983,319.3796804,66.29257991,0.287860066,0
265,725316,DECATUR,IL,39.833,-88.867,331.121347,65.49212329,0.288916701,1
266,722480,SHREVEPORT REGIONAL ARPT,LA,32.45,-93.817,359.1568493,78.84246575,0.291240368,2
267,744865,WESTHAMPTON GABRESKI AP,NY,40.85,-72.633,326.9214612,64.97808219,0.291597875,1
268,724930,OAKLAND METROPOLITAN ARPT,CA,37.717,-122.217,339.6142694,72.56438356,0.293802426,1
269,724280,COLUMBUS PORT COLUMBUS INTL A,OH,39.983,-82.883,330.5035388,76.79041096,0.293940618,1
270,727934,RENTON MUNI,WA,47.483,-122.217,297.8546804,57.33207763,0.293987688,0
271,722448,TYLER/POUNDS FLD,TX,32.35,-95.4,359.5020548,66.57454338,0.294679353,2
272,744904,LAWRENCE MUNI,MA,42.717,-71.117,319.0156393,61.08059361,0.295341335,0
273,724220,LEXINGTON BLUEGRASS AP,KY,38.033,-84.6,338.35879,68.91312785,0.295916515,1
274,726170,BURLINGTON INTERNATIONAL AP,VT,44.467,-73.15,311.4009132,67.30856164,0.295919919,0
275,726360,MUSKEGON COUNTY ARPT,MI,43.167,-86.233,317.0771689,67.06415525,0.296236528,0
276,722486,MONROE REGIONAL AP,LA,32.517,-92.033,358.9216895,69.30730594,0.296579884,2
277,725469,CHARITON,IA,41.033,-93.367,326.1561644,63.42751142,0.29662523,1
278,745160,TRAVIS FIELD AFB,CA,38.267,-121.933,337.4401826,69.26232877,0.296822583,1
279,724375,MONROE CO,IN,39.133,-86.617,333.9655251,66.54006849,0.297899472,1
280,725046,GROTON NEW LONDON AP,CT,41.333,-72.05,324.9022831,63.7696347,0.298407172,1
281,723307,GOLDEN TRI(AWOS),MS,33.45,-88.583,355.6304795,66.18926941,0.301120293,2
282,725755,OGDEN HILL AFB,UT,41.117,-111.967,325.8053653,69.21449772,0.301618347,1
283,726116,LEBANON MUNICIPAL,NH,43.633,-72.3,315.0627854,61.87636986,0.302621027,0
284,724094,CALDWELL/ESSEX CO.,NJ,40.883,-74.283,326.7805936,68.09771689,0.30364223,1
285,724033,SHANNON ARPT,VA,38.267,-77.45,337.4360731,65.03961187,0.304009805,1
286,727450,DULUTH INTERNATIONAL ARPT,MN,46.833,-92.217,300.8156393,58.84189498,0.304099292,0
287,727135,WISCASSET,ME,43.967,-69.717,313.5997717,55.71324201,0.304575528,0
288,725377,MOUNT CLEMENS SELFRIDGE FLD,MI,42.617,-82.833,319.4515982,75.5630137,0.304771523,0
289,725430,ROCKFORD GREATER ROCKFORD AP,IL,42.2,-89.1,321.2341324,71.88333333,0.305402565,1
290,723546,PONCA CITY MUNICIPAL AP [SGP - ARM],OK,36.61,-97.49,343.9097032,55.16803653,0.306504766,2
291,724037,DAVISON AAF,VA,38.717,-77.183,335.6380137,80.77945205,0.307862254,1
292,727475,MORA MUNI (AWOS),MN,45.883,-93.267,305.1034247,61.70273973,0.308222943,0
293,726435,EAU CLAIRE COUNTY AP,WI,44.867,-91.483,309.6373288,60.0783105,0.308809855,0
294,726798,LIVINGSTON MISSION FIELD,MT,45.7,-110.45,305.9230594,51.44600457,0.311882874,0
295,724036,MANASSAS MUNI(AWOS),VA,38.717,-77.517,335.6388128,58.95136986,0.312234018,1
296,725035,ISLIP LONG ISL MACARTHUR AP,NY,40.783,-73.1,327.2030822,72.81586758,0.312370201,1
297,724397,CENTRAL ILLINOIS RG,IL,40.467,-88.917,328.5105023,65.23378995,0.313154014,1
298,744910,CHICOPEE FALLS WESTO,MA,42.2,-72.533,321.2278539,76.63869863,0.313228888,1
299,722524,ROCKPORT/ARANSAS CO,TX,28.083,-97.05,373.4898402,69.14908676,0.315238408,2
300,724560,TOPEKA MUNICIPAL AP,KS,39.067,-95.633,334.2339041,63.25091324,0.315354632,1
301,726370,FLINT BISHOP INTL ARPT,MI,42.967,-83.75,317.9474886,72.16815068,0.315486656,0
302,725483,FORT MADISON,IA,40.667,-91.333,327.6810502,63.70856164,0.317402873,1
303,723527,GAGE AIRPORT,OK,36.3,-99.767,345.0947489,54.57922374,0.318522599,2
304,722115,SARASOTA BRADENTON,FL,27.383,-82.55,375.6238584,78.68424658,0.31936563,2
305,723526,CLINTON-SHERMAN,OK,35.333,-99.2,348.744863,58.76803653,0.319692008,2
306,725320,PEORIA GREATER PEORIA AP,IL,40.667,-89.683,327.6839041,66.42636986,0.3214366,1
307,724345,ST LOUIS SPIRIT OF ST LOUIS A,MO,38.65,-90.65,335.9079909,66.60079909,0.324153331,1
308,722747,SAFFORD (AMOS),AZ,32.817,-109.683,357.8710046,39.78196347,0.324159144,2
309,724673,LEADVILLE/LAKE CO.,CO,39.217,-106.317,333.6226027,52.0293379,0.324880083,1
310,727885,WILLIAM R FAIRCHILD,WA,48.117,-123.5,294.9422374,55.03025114,0.325763748,0
311,726480,ESCANABA (AWOS),MI,45.75,-87.033,305.6996575,53.63664384,0.32616363,0
312,722446,LUFKIN ANGELINA CO,TX,31.233,-94.75,363.3323059,73.46700913,0.326881777,2
313,725467,SHENANDOAH MUNI,IA,40.75,-95.417,327.3364155,65.60091324,0.327831612,1
314,725116,LANCASTER,PA,40.117,-76.3,329.9563927,67.94486301,0.328079588,1
315,723816,LANCASTER GEN WM FOX FIELD,CA,34.733,-118.217,350.9752283,46.61449772,0.329240709,2
316,724665,LIMON,CO,39.183,-103.717,333.7641553,53.9097032,0.329454609,1
317,725570,SIOUX CITY SIOUX GATEWAY AP,IA,42.383,-96.383,320.4495434,60.85799087,0.332638854,1
318,722740,TUCSON INTERNATIONAL AP,AZ,32.133,-110.95,360.2558219,44.88196347,0.335289915,2
319,724175,HARRISON MARION RGN,WV,39.283,-80.233,333.3579909,70.65616438,0.336922478,1
320,727687,SIDNEY-RICHLAND,MT,47.7,-104.2,296.8603881,55.40479452,0.337811907,0
321,726155,LACONIA MUNI (AWOS),NH,43.567,-71.417,315.3471461,57.36267123,0.338584908,0
322,725300,CHICAGO OHARE INTL AP,IL,41.983,-87.917,322.1578767,75.10719178,0.338710886,1
323,725240,CLEVELAND HOPKINS INTL AP,OH,41.4,-81.85,324.6210046,74.00913242,0.339487473,1
324,722670,LUBBOCK INTERNATIONAL AP,TX,33.667,-101.817,354.853653,72.42420091,0.339563939,2
325,723095,NEW BERN CRAVEN CO REGL AP,NC,35.067,-77.05,349.7364155,71.06586758,0.339717927,2
326,723940,SANTA MARIA PUBLIC ARPT,CA,34.917,-120.467,350.2958904,64.76723744,0.341275312,2
327,724095,TRENTON MERCER COUNTY AP,NJ,40.283,-74.817,329.2732877,68.12283105,0.342419812,1
328,722160,ALBANY DOUGHERTY COUNTY AP,GA,31.533,-84.183,362.3121005,75.32134703,0.344076113,2
329,725454,WASHINGTON,IA,41.283,-91.667,325.1114155,64.30273973,0.344386468,1
330,725064,PLYMOUTH MUNICIPAL,MA,41.917,-70.733,322.4356164,61.36849315,0.344573007,1
331,722976,FULLERTON MUNICIPAL,CA,33.867,-117.983,354.1305936,65.24155251,0.344816599,2
332,746930,FORT BRAGG SIMMONS AAF,NC,35.133,-78.933,349.4924658,81.54611872,0.34607197,2
333,726559,MARSHALL/RYAN(AWOS),MN,44.45,-95.817,311.4821918,58.29166667,0.346726905,0
334,725478,WEBSTER CITY,IA,42.433,-93.867,320.2374429,62.57488584,0.346759455,1
335,722926,CAMP PENDLETON MCAS,CA,33.3,-117.35,356.1603881,76.71438356,0.347022283,2
336,727856,FELTS FLD,WA,47.683,-117.317,296.9393836,59.94155251,0.348470319,0
337,723096,NEW RIVER MCAF,NC,34.7,-77.383,351.0964612,80.40947489,0.349416344,2
338,722170,MACON MIDDLE GA REGIONAL AP,GA,32.683,-83.65,358.343379,72.46335616,0.353282463,2
339,722066,MAYPORT NS,FL,30.4,-81.417,366.1041096,85.22340183,0.353559973,2
340,726079,ROCKLAND/KNOX(AWOS),ME,44.067,-69.1,313.1614155,52.34954338,0.353584059,0
341,723870,MERCURY DESERT ROCK AP [SURFRAD],NV,36.63,-116.02,343.8356164,53.20159817,0.354948405,2
342,722906,SAN DIEGO NORTH ISLAND NAS,CA,32.7,-117.2,358.2811644,79.07146119,0.355983341,2
343,723183,BRISTOL TRI CITY AIRPORT,TN,36.467,-82.4,344.4609589,83.10091324,0.357169558,2
344,726589,ALBERT LEA (AWOS),MN,43.683,-93.367,314.8385845,62.46484018,0.357244878,0
345,725360,TOLEDO EXPRESS AIRPORT,OH,41.583,-83.8,323.8449772,67.16575342,0.357389038,1
346,726564,RED WING,MN,44.583,-92.483,310.8934932,62.10159817,0.359111537,0
347,722689,CLOVIS MUNI  (AWOS),NM,34.433,-103.083,352.073516,54.47134703,0.359199697,2
348,726467,RICE LAKE MUNICIPAL,WI,45.483,-91.717,306.8973744,60.40730594,0.360040134,0
349,724463,KANSAS CITY DOWNTOWN AP,MO,39.117,-94.6,334.0288813,62.54714612,0.360651034,1
350,723658,FARMINGTON FOUR CORNERS REGL,NM,36.75,-108.233,343.3767123,43.42454338,0.363102343,2
351,724458,JEFFERSON CITY MEM,MO,38.583,-92.15,336.1751142,63.85262557,0.36322706,1
352,727130,PRESQUE ISLE MUNICIP,ME,46.683,-68.05,301.49121,55.04360731,0.364747913,0
353,722119,LAKELAND LINDER RGN,FL,27.983,-82.017,373.798516,93.37956621,0.364827807,2
354,722050,ORLANDO INTL ARPT,FL,28.433,-81.333,372.4044521,90.27579909,0.366066649,2
355,727576,GRAND FORKS INTERNATIONAL AP,ND,47.95,-97.183,295.709589,59.96803653,0.36681016,0
356,725524,ORD/SHARP FIELD,NE,41.617,-98.95,323.7020548,57.79474886,0.368448135,1
357,724660,COLORADO SPRINGS MUNI AP,CO,38.817,-104.717,335.2415525,69.16621005,0.369522444,1
358,725490,FORT DODGE (AWOS),IA,42.55,-94.183,319.7363014,63.77089041,0.370166161,0
359,722135,ALMA BACON COUNTY AP,GA,31.533,-82.5,362.3138128,72.95262557,0.371590935,2
360,724066,HAGERSTOWN RGNL RIC,MD,39.7,-77.733,331.6650685,68.56906393,0.372179204,1
361,723235,MUSCLE SHOALS REGIONAL AP,AL,34.75,-87.6,350.908105,71.72385845,0.372205356,2
362,726626,ANTIGO\LANG(AWOS),WI,45.15,-87.15,308.3807078,57.86050228,0.373737679,0
363,723240,CHATTANOOGA LOVELL FIELD AP,TN,35.033,-85.2,349.8613014,80.54942922,0.374965694,2
364,725626,IMPERIAL FAA AP,NE,40.517,-101.617,328.3069635,50.52374429,0.375237905,1
365,725610,SIDNEY MUNICIPAL AP,NE,41.1,-102.983,325.8770548,54.57614155,0.376493576,1
366,724250,HUNTINGTON TRI-STATE ARPT,WV,38.383,-82.55,336.9719178,68.70148402,0.378692028,1
367,724456,VICHY ROLLA NATL ARPT,MO,38.133,-91.767,337.9675799,63.84086758,0.381022158,1
368,723110,ATHENS BEN EPPS AP,GA,33.95,-83.333,353.8283105,69.95353881,0.381988988,2
369,722517,ALICE INTL AP,TX,27.733,-98.033,374.5621005,76.07454338,0.383504373,2
370,725975,SEXTON SUMMIT,OR,42.6,-123.367,319.5245434,48.78687215,0.386730636,0
371,726685,MOBRIDGE,SD,45.533,-100.433,306.6754566,55.45856164,0.390002083,0
372,722630,SAN ANGELO MATHIS FIELD,TX,31.35,-100.5,362.935274,59.90205479,0.393304988,2
373,726160,BERLIN MUNICIPAL,NH,44.583,-71.183,310.8921233,60.32111872,0.394191755,0
374,722065,JACKSONVILLE NAS,FL,30.233,-81.667,366.6558219,84.43276256,0.394251213,2
375,725375,DETROIT CITY AIRPORT,MI,42.4,-83.0,320.3808219,66.40011416,0.395449192,1
376,725287,NIAGARA FALLS AF,NY,43.1,-78.95,317.3663242,72.12728311,0.396528502,0
377,744864,REPUBLIC,NY,40.717,-73.417,327.473516,65.24486301,0.396775172,1
378,727926,TOLEDO-WINLOCK MEM,WA,46.483,-122.8,302.4006849,59.75525114,0.397560617,0
379,722445,COLLEGE STATION EASTERWOOD FL,TX,30.583,-96.367,365.5019406,71.79554795,0.399250758,2
380,722166,VALDOSTA WB AIRPORT,GA,30.783,-83.283,364.836758,82.68047945,0.400369631,2
381,726985,PORTLAND/TROUTDALE,OR,45.55,-122.4,306.5989726,59.93995434,0.402778242,0
382,725390,LANSING CAPITAL CITY ARPT,MI,42.783,-84.583,318.7297945,71.58664384,0.403564406,0
383,725635,ALLIANCE MUNICIPAL,NE,42.05,-102.8,321.8710046,48.61757991,0.404235147,1
384,725450,CEDAR RAPIDS MUNICIPAL AP,IA,41.883,-91.717,322.5775114,64.46358447,0.404692333,1
385,724390,SPRINGFIELD CAPITAL AP,IL,39.85,-89.683,331.0498858,64.54543379,0.405028103,1
386,722880,BURBANK-GLENDALE-PASSADENA AP,CA,34.2,-118.35,352.9267123,59.04063927,0.406727365,2
387,722190,ATLANTA HARTSFIELD INTL AP,GA,33.633,-84.433,354.9730594,81.07671233,0.407448818,2
388,724243,LONDON-CORBIN AP,KY,37.083,-84.083,342.0836758,70.31883562,0.407711742,2
389,723565,BARTLESVILLE/PHILLI,OK,36.767,-96.017,343.3098174,62.91746575,0.408627408,2
390,723520,ALTUS AFB,OK,34.65,-99.267,351.2796804,73.34885845,0.410773216,2
391,723260,KNOXVILLE MCGHEE TYSON AP,TN,35.817,-83.983,346.9309361,82.85114155,0.41175937,2
392,725065,NEW BEDFORD RGNL,MA,41.667,-70.95,323.4920091,63.30799087,0.41210893,1
393,724350,PADUCAH BARKLEY REGIONAL AP,KY,37.05,-88.767,342.2124429,67.18481735,0.413425396,2
394,726430,LA CROSSE MUNICIPAL ARPT,WI,43.867,-91.25,314.0384703,61.92191781,0.414436353,0
395,722868,PALM SPRINGS INTL,CA,33.833,-116.5,354.2582192,54.24497717,0.41743696,2
396,722590,DALLAS-FORT WORTH INTL AP,TX,32.9,-97.017,357.5784247,78.42945205,0.418299779,2
397,724518,HAYS MUNI (AWOS),KS,38.85,-99.267,335.1075342,57.50513699,0.418694245,1
398,725124,BUTLER CO. (AWOS),PA,40.783,-79.95,327.197032,65.04315068,0.419180314,1
399,727470,INTERNATIONAL FALLS INTL AP,MN,48.567,-93.4,292.8657534,57.04121005,0.419366782,0
400,725095,WORCHESTER REGIONAL ARPT,MA,42.267,-71.883,320.9461187,61.08892694,0.420448264,1
401,724676,ASPEN PITKIN CO SAR,CO,39.217,-106.867,333.6303653,63.77420091,0.421711769,1
402,727750,GREAT FALLS INTL ARPT,MT,47.467,-111.383,297.9238584,49.4489726,0.422184865,0
403,722583,DALLAS LOVE FIELD,TX,32.85,-96.85,357.7562785,77.5466895,0.424514208,2
404,725455,BURLINGTON MUNICIPAL AP,IA,40.783,-91.117,327.2030822,64.18447489,0.43413347,1
405,726088,BANGOR INTERNATIONAL AP,ME,44.8,-68.817,309.9305936,56.95091324,0.43552978,0
406,727928,BREMERTON NATIONAL,WA,47.483,-122.75,297.8550228,58.20079909,0.437851601,0
407,722420,GALVESTON/SCHOLES,TX,29.3,-94.8,369.6791096,66.71495434,0.440371286,2
408,725245,BURKE LAKEFRONT,OH,41.517,-81.683,324.1252283,69.56803653,0.442473256,1
409,722748,CASA GRANDA (AWOS),AZ,32.95,-111.767,357.4013699,41.9347032,0.443013797,2
410,724550,FORT RILEY MARSHALL AAF,KS,39.05,-96.767,334.2981735,68.54121005,0.446359349,1
411,727770,HAVRE CITY-COUNTY AP,MT,48.55,-109.767,292.9462329,48.51392694,0.447285452,0
412,722610,DEL RIO [UT],TX,29.38,-100.91,369.4226027,64.5402968,0.450420288,2
413,725625,MCCOOK MUNICIPAL,NE,40.2,-100.583,329.6142694,54.69577626,0.451755147,1
414,726588,WINONA MUNI (AWOS),MN,44.083,-91.7,313.0892694,63.57796804,0.452129606,0
415,722533,HONDO MUNICIPAL AP,TX,29.367,-99.167,369.4584475,69.95833333,0.452252381,2
416,724457,FT LNRD WD AAF,MO,37.75,-92.15,339.4828767,79.96552511,0.45521137,1
417,723347,DYERSBURG MUNICIPAL AP,TN,36.017,-89.4,346.1712329,65.63116438,0.45680366,2
418,723030,FAYETTEVILLE POPE AFB,NC,35.167,-79.017,349.3692922,83.23515982,0.457823503,2
419,724586,SALINA MUNICIPAL AP,KS,38.817,-97.667,335.2372146,60.06107306,0.458337493,1
420,724735,HANKSVILLE,UT,38.367,-110.717,337.0399543,77.18789954,0.458419074,1
421,724957,SANTA ROSA (AWOS),CA,38.517,-122.817,336.4434932,58.24748858,0.45988007,1
422,724176,MORGANTOWN HART FIELD,WV,39.65,-79.917,331.8673516,74.37568493,0.4599431,1
423,725785,IDAHO FALLS FANNING FIELD,ID,43.517,-112.067,315.5644977,59.1847032,0.460006038,0
424,724625,DURANGO/LA PLATA CO,CO,37.15,-107.75,341.8280822,43.39623288,0.461397892,2
425,722358,MCCOMB PIKE COUNTY AP,MS,31.233,-90.467,363.3252283,77.20239726,0.461997716,2
426,724699,BROOMFIELD/JEFFCO [BOULDER - SURFRAD],CO,40.13,-105.24,329.9021689,78.60618863,0.463724856,1
427,722226,WHITING FIELD NAAS,FL,30.717,-87.017,365.0568493,86.20490868,0.464145804,2
428,725063,NANTUCKET MEMORIAL AP,MA,41.25,-70.067,325.2479452,60.37579909,0.464146285,1
429,722404,LAKE CHARLES WB AIRP,LA,30.217,-93.167,366.7068493,77.2793379,0.465084363,2
430,723125,ANDERSON COUNTY AP,SC,34.5,-82.717,351.8262557,67.66643836,0.467606848,2
431,722315,NEW ORLEANS LAKEFRONT AP,LA,30.05,-90.033,367.2561644,73.92420091,0.467822056,2
432,727444,TWO HARBORS,MN,47.05,-91.75,299.8255708,56.5216895,0.47170899,0
433,724776,MOAB/CANYONLANDS [UO],UT,38.58,-109.54,336.1873288,46.11118721,0.4733009,1
434,725396,BATTLE CREEK KELLOGG AP,MI,42.3,-85.25,320.8076484,64.68835616,0.473815993,1
435,726568,OWATONNA (AWOS),MN,44.117,-93.25,312.9444064,63.16563927,0.475425155,0
436,723676,TUCUMCARI FAA AP,NM,35.183,-103.6,349.3033105,58.52956621,0.477643071,2
437,726387,TRAVERSE CITY CHERRY CAPITAL,MI,44.733,-85.583,310.2281963,66.96586758,0.47924628,0
438,724555,MANHATTAN RGNL,KS,39.133,-96.667,333.963242,60.7533105,0.481381414,1
439,722137,BRUNSWICK MALCOLM MCKINNON AP,GA,31.15,-81.383,363.6079909,72.10308219,0.483386517,2
440,744915,WESTFIELD BARNES MUNI AP,MA,42.15,-72.717,321.4407534,65.78173516,0.488340635,1
441,722245,PANAMA CITY BAY CO,FL,30.2,-85.683,366.7638128,80.30639269,0.490228521,2
442,722700,EL PASO INTERNATIONAL AP [UT],TX,31.77,-106.5,361.5050228,78.4390411,0.490509553,2
443,723080,NORFOLK INTERNATIONAL AP,VA,36.9,-76.2,342.7885845,74.98972603,0.490733284,2
444,722599,DALLAS/REDBIRD ARPT,TX,32.683,-96.867,358.3431507,65.06187215,0.492740206,2
445,723140,CHARLOTTE DOUGLAS INTL ARPT,NC,35.217,-80.95,349.1775114,80.03310502,0.493556837,2
446,727924,KELSO WB AP,WA,46.133,-122.9,303.9773973,61.65696347,0.493848226,0
447,724088,DOVER AFB,DE,39.133,-75.467,333.9680365,77.02100457,0.494881187,1
448,723560,TULSA INTERNATIONAL AIRPORT,OK,36.2,-95.883,345.4784247,73.45079909,0.496359388,2
449,724475,OLATHE JOHNSON CO INDUSTRIAL,KS,38.833,-94.883,335.1756849,60.94155251,0.496760175,1
450,723650,ALBUQUERQUE INTL ARPT [ISIS],NM,35.04,-106.62,349.8321918,77.80696347,0.499287914,2
451,725033,NEW YORK CENTRAL PRK OBS BELV,NY,40.783,-73.967,327.2019406,67.89760274,0.500164687,1
452,724230,LOUISVILLE STANDIFORD FIELD,KY,38.183,-85.733,337.7692922,76.9,0.500323204,1
453,725235,JAMESTOWN (AWOS),NY,42.15,-79.267,321.4439498,74.60821918,0.505208548,1
454,725315,UNIV OF ILLINOIS WI [BONDVILLE - SURFRAD],IL,40.06,-88.37,330.188242,67.04965753,0.506258989,1
455,723575,LAWTON MUNICIPAL,OK,34.567,-98.417,351.5821918,59.83664384,0.506268289,2
456,726945,CORVALLIS MUNI,OR,44.483,-123.283,311.3319635,58.63538813,0.507811113,0
457,724926,MODESTO CITY-COUNTY AP,CA,37.633,-120.95,339.9406393,58.2619863,0.508242462,1
458,723069,JACKSONVILLE (AWOS),NC,34.833,-77.617,350.6033105,67.78915525,0.508663502,2
459,745090,MOUNTAIN VIEW MOFFETT FLD NAS,CA,37.4,-122.05,340.8555936,60.09121005,0.508770404,2
460,723927,OXNARD AIRPORT,CA,34.2,-119.2,352.9259132,61.206621,0.508865092,2
